loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q30276176,0,5.5,0.0,767,N,119000,80,52,5.5,AZ,-6943.086662151157
F09Q20525481,0,5.25,0.0,740,N,122000,70,53,5.25,PA,-4558.120752213879
F09Q30324630,0,5.5,0.0,771,N,104000,80,46,5.5,MN,-1924.5408644198355
F09Q20629752,0,5.875,0.0,776,N,58000,44,40,5.875,NC,-6999.518185722388
F09Q40447674,0,5.5,0.0,778,N,315000,142,999,5.5,MI,-9982.23665590047
F09Q20370660,0,4.625,0.0,742,N,331000,78,39,4.625,CA,-8974.15528123039
F09Q20582054,0,4.875,0.0,786,N,172000,80,38,4.875,FL,-3397.8875208482523
F09Q20685916,0,4.25,0.0,808,N,93000,48,31,4.25,VA,-3439.5677991806506
F09Q20029230,0,4.375,0.0,805,N,119000,68,33,4.375,CO,-9523.962335015964
F09Q10544038,RA,5.25,-35431.74,752,N,34000,80,26,5.25,IN,-37433.63564009783
F09Q30271525,0,4.625,0.0,802,N,101000,62,12,4.625,MI,-4471.220922045248
F09Q20639564,0,5.5,0.0,571,N,167000,87,999,5.5,NJ,-2988.4186522743094
F09Q30321217,0,5.5,0.0,789,N,156000,70,33,5.5,MN,-1561.1517060786198
F09Q20409435,0,4.25,0.0,815,N,213000,63,16,4.25,GA,-1946.13578820101
F09Q20685598,0,4.75,0.0,717,N,84000,49,45,4.75,TX,-5216.801923541295
F09Q30355985,0,5.375,0.0,759,N,287000,90,33,5.375,NJ,-1597.8717333968093
F09Q20349068,0,5.0,0.0,792,N,417000,49,25,5.0,OK,-3031.239293569623
F09Q20675668,0,5.0,0.0,767,N,417000,91,29,5.0,NY,-7781.10100540429
F09Q20706503,0,5.375,0.0,730,N,135000,88,42,5.375,NE,-3605.8619277884063
F09Q20477434,0,4.375,0.0,812,N,44000,43,999,4.375,NY,-9379.527010065389
F09Q30050841,0,4.875,0.0,677,N,360000,37,48,4.875,CA,-3974.758463431096
F09Q20296419,0,4.75,0.0,726,Y,200000,80,41,4.75,NC,-5544.774085466488
F09Q40239471,0,5.25,0.0,708,N,76000,80,32,5.25,IL,-4538.147375508221
F09Q30263493,0,5.25,0.0,716,N,216000,80,45,5.25,CA,-6917.636951692408
F09Q40137053,0,5.375,0.0,792,N,126000,51,48,5.375,NV,-3262.7013144946973
F09Q40443010,0,4.875,0.0,762,N,105000,74,18,4.875,MI,-7452.090389708425
F09Q40006367,0,4.25,0.0,800,N,94000,60,14,4.25,MN,-3339.457152472796
F09Q40078313,0,4.875,0.0,759,N,295000,62,23,4.875,IL,-7098.889753762479
F09Q30006988,0,5.5,0.0,798,N,105000,92,999,5.5,MI,-4899.56731193415
F09Q30274375,0,4.375,0.0,779,N,311000,74,22,4.375,CA,-6025.968940024368
F09Q20534691,0,5.25,0.0,796,N,80000,30,28,5.25,FL,-9173.059889258337
F09Q20308888,0,5.375,0.0,758,N,251000,55,28,5.375,ME,-5369.288939282652
F09Q40355387,0,5.75,0.0,759,N,342000,108,999,5.75,NJ,-7686.624503737916
F09Q30211623,0,4.875,0.0,739,N,151000,79,999,4.875,MT,-8637.08857184327
F09Q10068011,9,4.0,376.97,716,N,82000,95,43,5.875,MO,-412.5977083639623
F09Q20159907,0,4.75,0.0,801,N,200000,65,39,4.75,PA,-2616.608638059543
F09Q20033294,0,4.95,0.0,806,N,140000,80,27,4.95,WI,-9921.601434622264
F09Q20657579,0,4.625,0.0,727,N,132000,80,17,4.625,LA,-8627.440244605548
F09Q20493562,0,4.875,0.0,814,N,417000,55,23,4.875,NC,-7533.618752688965
F09Q20230978,0,4.375,0.0,729,N,186000,72,30,4.375,WA,-7266.4488523349555
F09Q20510113,0,5.25,0.0,702,Y,417000,38,38,5.25,CA,-5035.679835500812
F09Q30208239,0,5.125,0.0,776,N,302000,74,22,5.125,PA,-8511.515519995273
F09Q20500215,0,4.875,0.0,726,N,94000,63,45,4.875,TX,-7133.725765818083
F09Q20344645,0,5.125,0.0,788,N,250000,15,41,5.125,CA,-4153.303355515152
F09Q20001779,0,5.375,0.0,794,N,55000,40,26,5.375,IL,-2499.9663591610374
F09Q30063375,0,5.625,0.0,804,N,160000,80,46,5.625,FL,-2971.432760123077
F09Q20299125,0,4.875,0.0,743,N,370000,77,28,4.875,NY,-2140.837024390836
F09Q30439319,0,4.75,0.0,789,N,120000,40,39,4.75,TX,-7919.026211137475
F09Q40440387,0,4.875,0.0,761,N,257000,63,999,4.875,CA,-7966.632217659041
F09Q40105025,0,5.125,0.0,762,N,90000,59,47,5.125,MA,-8193.85388228049
F09Q30221096,0,5.75,0.0,684,N,84000,80,42,5.75,TN,-6900.060037825403
F09Q30269790,0,4.5,0.0,756,N,146000,96,999,4.5,MN,-8527.639915977143
F09Q40335300,1,5.0,0.0,728,N,360000,80,21,5.0,FL,-1988.5770259635808
F09Q20610935,0,4.75,0.0,670,N,139000,75,36,4.75,OH,-7458.179405265724
F09Q20688801,0,4.625,0.0,674,N,175000,75,29,4.625,NE,-1504.293774356068
F09Q40411598,0,4.75,0.0,793,N,214000,62,40,4.75,NV,-5495.231800893573
F09Q20527112,0,4.75,0.0,797,N,212000,52,30,4.75,MD,-9418.495681569157
F09Q40044664,0,5.5,0.0,686,N,293000,65,999,5.5,DC,-3219.959253423729
F09Q20373343,0,4.375,0.0,752,N,52000,59,27,4.375,OK,-3071.0829726082143
F09Q20517784,0,4.625,0.0,801,N,80000,85,27,4.625,MN,-2507.726414882052
F09Q10178833,11,4.75,0.0,733,N,95000,42,57,4.75,VA,-0.0
F09Q20639546,0,5.375,0.0,725,N,162000,70,44,5.375,VA,-3182.0910632005484
F09Q40247137,0,4.875,0.0,777,N,26000,73,35,4.875,MI,-2707.1865790721413
F09Q30210702,0,4.875,0.0,779,N,197000,79,45,4.875,CA,-2758.792962763722
F09Q30255478,0,4.875,0.0,788,N,153000,66,45,4.875,NE,-4515.006961950963
F09Q30280332,0,4.625,0.0,789,N,137000,67,45,4.625,OH,-6570.665568913275
F09Q30180222,0,5.875,0.0,776,N,101000,76,31,5.875,NH,-4890.27916121919
F09Q20242710,0,4.875,0.0,802,N,206000,56,50,4.875,CA,-7922.549607528509
F09Q20601630,0,4.25,0.0,789,N,108000,80,24,4.25,LA,-7225.5388605532335
F09Q30111811,0,4.5,0.0,779,N,231000,66,20,4.5,IL,-2308.53680935184
F09Q40094995,0,5.0,0.0,782,N,281000,57,24,5.0,WA,-3124.2950854836035
F09Q20219655,0,4.875,0.0,795,N,112000,64,55,4.875,MI,-3241.014647497011
F09Q30165222,0,5.375,0.0,745,Y,226000,90,44,5.375,WI,-5714.295777310353
F09Q20421305,RA,4.0,-157311.91,703,N,248000,80,49,4.75,CT,-164538.6229510485
F09Q20206096,0,4.875,0.0,767,N,310000,74,29,4.875,IL,-9510.208066929288
F09Q20404286,0,4.5,0.0,815,N,92000,78,39,4.5,NY,-9916.69305205828
F09Q40122636,0,4.75,0.0,749,N,300000,67,15,4.75,ME,-1815.3100943113843
F09Q40332162,0,4.875,0.0,779,Y,164000,80,26,4.875,NY,-6450.615149074552
F09Q30157244,0,5.125,0.0,730,N,235000,69,29,5.125,IL,-8520.765800753326
F09Q20350845,0,4.875,0.0,778,N,214000,60,27,4.875,MA,-5934.475816385798
F09Q40184320,0,4.875,0.0,805,N,129000,67,20,4.875,MS,-3201.208003942642
F09Q20651281,0,4.875,0.0,814,N,253000,73,14,4.875,NC,-9917.520592613351
F09Q30256979,0,5.0,0.0,777,N,86000,51,23,5.0,CO,-8182.113883678188
F09Q40311589,0,4.625,0.0,805,N,75000,73,34,4.625,OH,-2542.37168659578
F09Q40400466,0,4.875,0.0,662,N,115000,70,17,4.875,LA,-7929.925961555097
F09Q40435422,0,5.25,0.0,632,N,60000,67,37,5.25,PA,-8580.463346797436
F09Q30395140,0,4.625,0.0,731,N,136000,65,12,4.625,NC,-3622.166410845693
F09Q20211423,0,4.75,0.0,656,N,134000,95,999,4.75,KY,-5569.035965090784
F09Q30176385,0,4.875,0.0,745,N,216000,80,31,4.875,NJ,-7706.832997376605
F09Q20618182,0,4.25,0.0,795,N,173000,52,24,4.25,NY,-3206.451910902349
F09Q20415372,0,4.625,0.0,795,N,143000,11,49,4.625,CA,-8675.665805624041
F09Q40362491,0,5.0,0.0,806,N,135000,68,46,5.0,TN,-5480.48624188235
F09Q20111759,0,5.625,0.0,701,N,270000,90,44,5.625,NJ,-1505.205773413072
F09Q30309914,0,4.375,0.0,810,N,352000,80,39,4.375,NM,-2136.502345950661
F09Q30250660,0,5.375,0.0,732,Y,259000,90,31,5.375,AR,-2432.6282664898067
F09Q20402731,0,5.75,0.0,725,N,50000,74,21,5.75,IN,-7459.226621166182
F09Q20691610,0,4.5,0.0,667,N,119000,80,52,4.5,TX,-9636.230901326047
F09Q20253731,0,4.875,0.0,791,N,295000,70,20,4.875,KY,-4871.157408150807
F09Q40134508,0,5.0,0.0,720,N,170000,80,43,5.0,NH,-9993.44248199689
F09Q40244692,0,4.25,0.0,747,N,140000,78,32,4.25,TX,-6902.127323770438
F09Q30160982,0,5.75,0.0,767,N,206000,83,999,5.75,DE,-8537.479154438839
F09Q20533820,0,4.625,0.0,805,N,331000,82,27,4.625,OR,-6763.781272336259
F09Q30426313,0,5.0,0.0,732,N,417000,67,45,5.0,CA,-1273.0432668515796
F09Q30243245,0,4.875,0.0,789,N,144000,80,19,4.875,NC,-4483.538869351788
F09Q30365797,0,4.875,0.0,652,N,142000,76,999,4.875,MT,-6709.792127735879
F09Q30174561,0,5.25,0.0,675,N,240000,60,18,5.25,MA,-2833.0077723803984
F09Q20692138,0,4.25,0.0,797,N,50000,22,21,4.25,NJ,-6820.721271108089
F09Q20671873,0,4.875,0.0,787,N,286000,78,31,4.875,IL,-5800.9797578626285
F09Q20224320,0,4.5,0.0,771,N,230000,77,18,4.5,NJ,-8809.166258904312
F09Q20525973,2,4.875,0.0,746,N,185000,103,999,4.875,WA,-2663.8858126253663
F09Q20309389,0,4.5,0.0,756,N,153000,65,44,4.5,NJ,-9164.0898455037
F09Q40168483,0,5.625,0.0,771,N,48000,90,999,5.625,OH,-8092.219986341171
F09Q20061714,0,4.875,0.0,744,N,122000,56,34,4.875,PA,-2367.156196143559
F09Q40227827,0,4.5,0.0,809,N,171000,77,37,4.5,WI,-2072.1303684258573
F09Q20186626,0,4.75,0.0,664,N,351000,80,50,4.75,NJ,-2251.7805786250783
F09Q20678350,0,4.5,0.0,758,N,378000,80,54,4.5,MO,-1173.204800822727
F09Q20340206,0,5.0,0.0,711,N,270000,59,40,5.0,NY,-2852.6220737209824
F09Q30141718,0,4.75,0.0,696,N,26000,37,21,4.75,OH,-7814.977908788379
F09Q30203197,0,5.375,0.0,626,N,208000,80,29,5.375,GA,-6026.960552539242
F09Q40171240,0,4.75,0.0,742,N,290000,58,35,4.75,CA,-6863.004167446569
F09Q10033044,0,4.75,0.0,797,N,84000,58,20,4.75,OH,-7393.727625721038
F09Q20378195,0,5.625,0.0,786,N,95000,56,47,5.625,FL,-7453.642042685994
F09Q40363272,0,5.25,0.0,790,Y,100000,45,49,5.25,ME,-7523.834397001657
F09Q10483920,RA,5.875,-67711.19,698,N,75000,58,27,5.875,IL,-71179.43012041542
F09Q20012740,0,4.875,0.0,793,N,300000,80,28,4.875,ME,-8418.959348674032
F09Q20319990,0,5.625,0.0,724,N,166000,80,46,5.625,CA,-9350.815599780328
F09Q30386267,0,5.5,0.0,687,Y,258000,80,52,5.5,CT,-8806.361746968947
F09Q20613808,0,4.375,0.0,801,N,237000,77,50,4.375,TX,-7326.429379354403
F09Q30148274,0,5.75,0.0,759,N,210000,75,55,5.75,MN,-8312.93940097534
F09Q30214358,0,4.875,0.0,776,N,233000,59,37,4.875,VA,-6027.599375517456
F09Q20466511,0,4.5,0.0,752,N,240000,51,14,4.5,MA,-1008.630107640668
F09Q30003522,0,4.875,0.0,733,N,110000,65,999,4.875,KS,-7502.9030524768605
F09Q40170770,0,5.125,0.0,759,N,202000,80,40,5.125,WI,-2615.00126811525
F09Q20037585,0,5.25,0.0,711,N,221000,77,999,5.25,OH,-8944.261363209103
F09Q30430336,0,5.875,0.0,758,N,99000,70,51,5.875,PA,-6279.236625612027
F09Q40345449,0,5.625,0.0,643,N,200000,100,999,5.625,ID,-7786.782793093678
F09Q20456016,0,4.875,0.0,759,N,120000,70,999,4.875,MI,-1218.1364678041057
F09Q20716224,0,4.75,0.0,735,N,417000,72,18,4.75,NC,-4040.838491529382
F09Q20527347,0,4.75,0.0,780,N,342000,67,30,4.75,CO,-6416.977091544984
F09Q30425265,0,5.875,0.0,738,N,155000,117,999,5.875,VA,-7600.3419548096335
F09Q40409391,0,5.25,0.0,701,N,89000,78,53,5.25,CA,-6339.003743668892
F09Q20208292,0,4.875,0.0,782,N,117000,69,27,4.875,FL,-4012.642219134732
F09Q30252410,0,4.625,0.0,764,N,251000,40,999,4.625,NY,-6102.546937196879
F09Q30168834,0,5.375,0.0,808,N,240000,66,36,5.375,CO,-4822.673221414245
F09Q20438467,0,4.375,0.0,738,N,306000,77,17,4.375,CA,-4171.41969845829
F09Q30362509,0,5.25,0.0,784,N,271000,80,50,5.25,PA,-9929.92388447844
F09Q30095986,1,5.375,0.0,704,N,104000,75,26,5.375,IN,-5606.357175353687
F09Q40113770,0,4.5,0.0,721,N,255000,80,16,4.5,CA,-3808.197101505668
F09Q20418922,0,4.75,0.0,770,N,80000,59,31,4.75,OK,-9330.294930501452
F09Q40257427,0,5.125,0.0,673,N,77000,75,34,5.125,TN,-1568.2247324859557
F09Q40266281,0,5.375,0.0,771,N,103000,85,999,5.375,OH,-5684.825268755577
F09Q40317736,14,5.625,-34214.35,768,N,92000,117,999,5.625,AL,-35458.30720940329
F09Q30211540,0,5.125,0.0,764,N,386000,90,40,5.125,NJ,-8760.275928091576
F09Q40409542,0,4.875,0.0,806,N,150000,71,33,4.875,TX,-4213.812962503643
F09Q40225456,0,4.5,0.0,706,N,72000,51,40,4.5,OH,-4652.260107508821
F09Q30089851,0,5.125,0.0,733,N,198000,72,36,5.125,IL,-5602.611720060923
F09Q20300212,0,5.875,0.0,688,N,220000,80,23,5.875,MS,-4500.91225131382
F09Q30261873,0,5.46,0.0,796,N,229000,16,49,5.46,CA,-2704.0644965231986
F09Q20468334,0,4.75,0.0,797,N,131000,81,999,4.75,AZ,-2799.9400733032107
F09Q40355940,0,5.0,0.0,763,N,260000,80,16,5.0,OH,-6014.103016512153
F09Q30154591,0,5.25,0.0,747,N,92000,77,31,5.25,IA,-9237.611706952834
F09Q40329597,0,5.0,0.0,772,N,415000,80,20,5.0,VA,-9053.214181086543
F09Q20512837,0,5.75,0.0,812,N,103000,14,38,5.75,NY,-7971.374819928605
F09Q20458225,0,4.75,0.0,790,Y,80000,75,53,4.75,PA,-5987.836160201289
F09Q20148170,0,5.0,0.0,734,N,177000,94,39,5.0,TX,-7265.664112708535
F09Q30187170,0,5.375,0.0,715,Y,96000,80,18,5.375,OK,-4998.577159042941
F09Q20278573,0,5.375,0.0,796,N,122000,46,8,5.375,WA,-8974.187978727034
F09Q20428621,0,4.75,0.0,748,N,258000,90,40,4.75,NY,-1471.6272958661857
F09Q30053093,0,5.875,0.0,779,N,35000,64,29,5.875,CA,-6312.5435337332365
F09Q20717197,0,4.875,0.0,776,N,406000,66,24,4.875,AL,-7176.079509593492
F09Q40406778,0,5.0,0.0,771,N,226000,78,999,5.0,NC,-1454.84486930165
F09Q40185803,0,5.375,0.0,703,N,90000,80,44,5.375,CA,-4936.116190769304
F09Q40241389,0,4.375,0.0,737,N,139000,45,47,4.375,UT,-3357.075438113964
F09Q10266049,RA,5.125,-79930.27,745,N,74000,56,25,5.125,FL,-85099.64574832193
F09Q30336584,0,5.375,0.0,754,N,104000,68,44,5.375,AL,-2245.705573590094
F09Q40151918,0,4.75,0.0,793,N,324000,78,999,4.75,CT,-7009.956361862876
F09Q20304855,0,5.125,0.0,715,N,385000,66,27,5.125,NC,-4486.235264113793
F09Q20115141,0,5.0,0.0,797,N,96000,85,25,5.0,MI,-4574.664415859314
F09Q30052324,0,5.25,0.0,773,N,127000,69,55,5.25,IL,-7344.068928736454
F09Q20518487,0,5.0,0.0,817,N,100000,33,45,5.0,PA,-5975.481416475402
F09Q40126543,0,4.5,0.0,761,N,98000,79,51,4.5,OH,-8511.504404215713
F09Q40151547,0,5.115,0.0,804,N,274000,90,999,5.115,MI,-9169.510585230051
F09Q20642931,0,4.875,0.0,782,N,365000,80,44,4.875,VA,-6487.738679440166
F09Q20150392,0,4.75,0.0,782,N,195000,34,53,4.75,SC,-2735.1811963726755
F09Q20304521,0,4.875,0.0,805,N,219000,55,34,4.875,UT,-1502.8279438812656
F09Q30056703,0,4.875,0.0,745,N,348000,103,999,4.875,MN,-2252.0465095968457
F09Q40250115,0,4.375,0.0,772,N,66000,80,21,4.375,MI,-9713.981567846104
F09Q40210224,0,4.75,0.0,810,N,124000,80,33,4.75,WI,-1665.834431319334
F09Q20143205,0,4.625,0.0,745,N,179000,58,24,4.625,IN,-3608.2336925075274
F09Q40047822,0,5.125,0.0,688,N,96000,55,9,5.125,IA,-3995.0032907157943
F09Q40231156,0,4.875,0.0,708,N,140000,26,999,4.875,FL,-2684.919794467945
F09Q20280179,0,5.5,0.0,749,Y,58000,58,31,5.5,NJ,-1695.9390271122677
F09Q40450172,0,5.875,0.0,703,N,308000,80,35,5.875,MT,-5434.383161826788
F09Q30402907,0,5.625,0.0,791,N,178000,80,46,5.625,OR,-8626.64940360898
F09Q20186525,0,4.25,0.0,771,N,205000,80,21,4.25,OH,-4798.331529272444
F09Q20412321,0,4.375,0.0,807,N,225000,71,19,4.375,KY,-9670.56400240283
F09Q20224788,0,4.875,0.0,754,N,203000,69,43,4.875,GA,-7589.893841469952
F09Q30044961,0,5.125,0.0,785,N,162000,80,33,5.125,FL,-3235.4683982077504
F09Q40432137,0,4.25,0.0,702,N,90000,41,41,4.25,PA,-4409.548172783073
F09Q20131607,0,5.0,0.0,741,N,268000,80,21,5.0,LA,-2304.954645259249
F09Q20673399,70,5.625,-100827.29,668,N,413000,55,49,5.625,NY,-107258.56424236378
F09Q40325483,0,5.125,0.0,629,N,409000,107,999,5.125,WA,-6982.0448926213085
F09Q30125338,0,5.25,0.0,776,N,148000,70,52,5.25,WA,-3506.911523611035
F09Q40284317,0,5.125,0.0,756,N,195000,82,47,5.125,WI,-1614.47246305233
F09Q40237408,0,4.875,0.0,780,N,236000,80,13,4.875,VA,-3824.6098573542927
F09Q20674206,0,5.0,0.0,721,N,138000,95,29,5.0,NE,-7954.076029311205
F09Q30124124,0,4.875,0.0,785,N,115000,121,999,4.875,OH,-7418.194472164212
F09Q40334616,0,5.125,0.0,714,N,170000,93,999,5.125,MI,-1326.3174412605365
F09Q20378133,0,5.25,0.0,719,N,94000,76,42,5.25,LA,-5846.374693310938
F09Q20201811,0,4.875,0.0,762,N,203000,94,35,4.875,SC,-3604.132139065008
F09Q40207613,0,4.875,0.0,697,N,150000,52,16,4.875,FL,-1224.6999553327903
F09Q20709671,0,5.125,0.0,725,N,130000,38,22,5.125,AL,-5890.318645521334
F09Q20461716,0,4.5,0.0,810,N,413000,44,41,4.5,CA,-1079.2319683428732
F09Q20667681,0,5.125,0.0,807,N,81000,60,30,5.125,WI,-5898.296012616386
F09Q30290117,0,4.875,0.0,772,Y,126000,90,40,4.875,LA,-3823.025357746078
F09Q20093359,0,4.75,0.0,766,N,390000,89,38,4.75,CA,-8513.915819415877
F09Q40218489,0,4.75,0.0,761,N,196000,80,25,4.75,TX,-1179.5728997635676
F09Q20274942,0,4.625,0.0,663,N,81000,86,999,4.875,OH,-2073.8469885723644
F09Q40208461,0,4.875,0.0,804,N,262000,80,999,4.875,TX,-9644.399707105737
F09Q40099194,0,5.375,0.0,682,N,124000,75,23,5.375,MO,-2461.331791034689
F09Q30247540,0,5.375,0.0,776,N,355000,33,26,5.375,NJ,-4924.45890835453
F09Q40141035,0,4.875,0.0,760,N,235000,63,29,4.875,WA,-8781.78495935059
F09Q20026532,0,4.75,0.0,697,N,58000,74,31,4.75,MI,-9961.865753537422
F09Q20152642,0,4.875,0.0,781,N,139000,67,21,4.875,MI,-1275.3983699417593
F09Q30313594,0,4.875,0.0,743,N,250000,58,34,4.875,GA,-3662.043347057492
F09Q30134675,0,4.875,0.0,787,N,277000,92,999,4.875,RI,-4308.502887487711
F09Q20713841,0,4.75,0.0,748,N,143000,76,999,4.75,UT,-8981.09194444707
F09Q40251389,0,5.25,0.0,800,N,180000,31,35,5.25,CA,-8525.277890806126
F09Q40264242,0,4.625,0.0,758,N,127000,75,43,4.875,CO,-1935.1238696685389
F09Q20277313,0,5.375,0.0,754,N,116000,69,30,5.375,CA,-8819.485414020783
F09Q20077710,0,4.875,0.0,809,N,221000,59,21,4.875,MO,-8977.314762990163
F09Q30406857,0,6.25,0.0,608,N,133000,70,40,6.25,VA,-5474.290700538942
F09Q20275050,0,5.625,0.0,689,N,220000,77,39,5.625,NH,-2503.4862695873658
F09Q20199122,0,4.75,0.0,759,N,252000,79,27,4.75,GA,-6465.696933895215
F09Q20487662,0,4.75,0.0,785,N,417000,74,39,4.75,TX,-8101.940802637833
F09Q20493287,0,4.875,0.0,741,N,199000,80,32,4.875,GA,-3618.3799089432673
F09Q20098158,0,4.5,0.0,794,N,110000,45,29,4.5,FL,-1578.3333379933276
F09Q40194923,0,5.25,0.0,816,N,297000,88,999,5.25,TN,-4776.072762909648
F09Q20113414,0,4.875,0.0,707,N,216000,60,30,4.875,NJ,-1672.149270403411
F09Q30381738,0,4.625,0.0,769,N,147000,38,31,4.625,NJ,-4693.128781562549
F09Q40406073,0,4.75,0.0,780,N,314000,89,25,4.75,CO,-8581.577492394303
F09Q20469562,0,5.375,0.0,760,N,151000,27,999,5.375,NJ,-4610.283197846128
F09Q20157554,0,4.875,0.0,731,N,417000,79,28,4.875,AL,-8430.690841237674
F09Q20107784,0,4.875,0.0,798,N,218000,65,12,4.875,MA,-1617.042929413964
F09Q20677356,0,5.125,0.0,639,N,276000,60,51,5.125,WA,-4401.796777203814
F09Q20101434,0,5.125,0.0,641,N,97000,50,14,5.125,PA,-5116.150365487482
F09Q20562322,0,5.0,0.0,710,N,352000,77,999,5.0,NJ,-9146.160325194896
F09Q40111833,0,4.875,0.0,761,N,96000,20,45,4.875,CT,-4479.643596043671
F09Q40094701,0,4.5,0.0,674,N,297000,48,19,4.5,TX,-8116.926524648824
F09Q30013559,0,4.875,0.0,749,N,144000,66,25,4.875,IN,-4290.688573378143
F09Q20000065,0,4.75,0.0,739,N,119000,93,43,4.75,OH,-1871.9700496155729
F09Q40203586,1,4.25,0.0,685,Y,172000,95,52,5.375,GA,-9911.373115686456
F09Q20339693,0,4.75,0.0,793,N,132000,49,42,4.75,IL,-1506.655117458207
F09Q20279921,0,5.25,0.0,779,N,70000,64,25,5.25,MO,-5835.832101621242
F09Q30105960,0,4.5,0.0,781,N,100000,63,14,4.5,WA,-7243.863552475259
F09Q20104542,0,4.25,0.0,769,N,236000,75,29,4.25,MN,-9834.774590909752
F09Q20606931,0,4.75,0.0,808,N,184000,65,40,4.75,TX,-1029.211812558144
F09Q40179092,0,4.75,0.0,780,N,300000,32,22,4.75,CA,-8316.627391029873
F09Q40421426,0,4.875,0.0,777,N,162000,80,41,4.875,GA,-9610.983394705883
F09Q40368054,0,4.25,0.0,770,N,198000,31,20,4.25,CA,-1245.6664748629544
F09Q40326495,0,4.875,0.0,772,N,229000,80,999,4.875,WA,-7789.640384184208
F09Q40355724,0,4.75,0.0,763,N,208000,32,41,4.75,MD,-1219.4667819361985
F09Q20190571,0,4.875,0.0,765,N,183000,85,34,4.875,GA,-3303.42132971211
F09Q30333904,0,5.5,0.0,731,N,107000,112,999,5.5,MI,-5636.813158716007
F09Q30284842,0,4.625,0.0,796,N,278000,80,21,4.625,IL,-5181.093310094729
F09Q40293092,0,5.25,0.0,783,N,146000,77,22,5.25,AZ,-3584.435314820284
F09Q30412768,0,4.875,0.0,804,N,398000,83,999,4.875,NV,-6431.133131865948
F09Q20676143,0,5.0,0.0,764,N,358000,69,40,5.0,CA,-6120.493030799162
F09Q40129380,0,4.75,0.0,677,N,89000,64,999,4.75,VT,-4990.4618306485
F09Q20454463,0,4.625,0.0,786,N,190000,55,999,4.625,WI,-4986.372929757023
F09Q20057943,0,4.875,0.0,768,N,287000,80,29,4.875,UT,-3668.622823024594
F09Q30432660,0,5.875,0.0,695,N,135000,75,999,5.875,PA,-6101.314768641249
F09Q20076852,0,4.875,0.0,723,N,202000,80,42,4.875,VA,-4168.653319876618
F09Q20302270,0,4.75,0.0,799,N,169000,72,10,4.75,PA,-9861.123060657868
F09Q40021256,0,5.5,0.0,794,N,95000,55,44,5.5,PA,-6959.044276662864
F09Q40023600,0,4.375,0.0,810,N,143000,41,19,4.375,LA,-7479.427427506507
F09Q40340444,0,5.5,0.0,672,N,69000,55,999,5.5,IA,-8419.326170438728
F09Q40446492,0,5.125,0.0,791,Y,288000,80,20,5.125,NY,-1280.7160907177995
F09Q30438881,0,5.125,0.0,753,Y,220000,80,39,5.125,CA,-9858.246055535035
F09Q30229564,0,4.625,0.0,654,N,37000,61,15,4.625,IN,-1751.309223671046
F09Q20517804,0,5.125,0.0,801,N,100000,73,33,5.125,MN,-2081.195203021908
F09Q20544622,0,4.875,0.0,794,N,225000,46,43,4.875,NJ,-5925.461747074279
F09Q20385549,0,6.125,0.0,639,N,180000,68,54,6.125,OR,-9555.657167590154
F09Q20712848,0,5.25,0.0,750,N,220000,40,57,5.25,TX,-5067.877535143863
F09Q40173574,0,5.125,0.0,682,N,194000,49,999,5.125,NC,-5855.380445300234
F09Q20577350,0,5.375,0.0,794,N,206000,86,24,5.375,IL,-2424.6194446965146
F09Q30277747,0,4.875,0.0,792,N,136000,80,24,4.875,MO,-7433.361600227785
F09Q40176315,0,5.125,0.0,807,N,170000,80,29,5.125,TX,-7018.9119900981495
F09Q20334416,0,4.75,0.0,813,N,218000,80,48,4.75,ID,-2759.128260826863
F09Q20577108,0,4.875,0.0,776,N,280000,75,42,4.875,CA,-8574.503292796131
F09Q20464706,0,4.5,0.0,741,N,164000,73,50,4.5,IL,-2214.843590175615
F09Q30045477,0,4.875,0.0,715,N,64000,80,36,4.875,IL,-3073.284483832172
F09Q40320148,0,5.375,0.0,729,N,224000,70,39,5.375,FL,-2157.1273021151173
F09Q30195375,0,5.25,0.0,812,N,136000,58,24,5.25,TX,-8168.777332669133
F09Q40258149,0,5.0,0.0,796,N,194000,48,24,5.0,NV,-5155.091277954128
F09Q30007628,0,4.875,0.0,701,N,244000,66,44,4.875,FL,-7970.6420530377245
F09Q40358533,0,4.25,0.0,788,N,145000,46,38,4.25,CA,-5415.738697112852
F09Q30304260,0,5.5,0.0,710,N,50000,75,35,5.5,NV,-9739.8546332126
F09Q40309420,0,5.25,0.0,748,N,362000,97,999,5.25,VA,-1950.6894563034657
F09Q20548499,0,5.375,0.0,717,N,244000,78,41,5.375,MN,-5473.290548773867
F09Q20360634,0,4.0,0.0,781,N,417000,65,52,4.5,NJ,-4399.004432510843
F09Q30192378,RA,6.0,-47157.11,810,Y,54000,95,34,6.0,PA,-47798.88037989849
F09Q40042644,0,5.5,0.0,689,N,263000,74,53,5.5,CO,-9918.424982462764
F09Q30208527,0,5.125,0.0,702,N,145000,56,15,5.125,NC,-5663.614466358413
F09Q20356242,0,4.875,0.0,735,N,175000,73,47,4.875,TX,-7391.77328165352
F09Q40162581,0,5.5,0.0,752,N,134000,82,999,5.5,OR,-7766.475438113322
